법정동코드,법정동명,위도,경도
2711014200,대구광역시 중구 서성로2가,35.870196,128.587277
2711014300,대구광역시 중구 포정동,35.871921,128.594184
2711014400,대구광역시 중구 서문로1가,35.871579,128.588819
2711014500,대구광역시 중구 서내동,35.872829,128.58855
2711014600,대구광역시 중구 북성로2가,35.873944,128.589253
2711014700,대구광역시 중구 대안동,35.873181,128.591468
2711014800,대구광역시 중구 동성로1가,35.873181,128.595781
2711014900,대구광역시 중구 태평로2가,35.875264,128.592462
2711015000,대구광역시 중구 북성로1가,35.874301,128.593474
2711015100,대구광역시 중구 화전동,35.873132,128.594816
2711015200,대구광역시 중구 향촌동,35.873384,128.593743
2711015300,대구광역시 중구 북내동,35.873015,128.589634
2711015400,대구광역시 중구 대신동,35.867962,128.579171
2711015500,대구광역시 중구 달성동,35.876324,128.58016
2711015600,대구광역시 중구 남산동,35.861296,128.587582
2711015700,대구광역시 중구 대봉동,35.858692,128.601085
2714010100,대구광역시 동구 신암동,35.884774,128.623382
2714010200,대구광역시 동구 신천동,35.872565,128.623939
2714010300,대구광역시 동구 효목동,35.87981,128.64043
2714010400,대구광역시 동구 평광동,35.932333,128.697205
2714010500,대구광역시 동구 봉무동,35.927388,128.640853
2714010600,대구광역시 동구 불로동,35.907202,128.638384
2714010700,대구광역시 동구 도동,35.913603,128.653388
2714010800,대구광역시 동구 지저동,35.895706,128.63955
2714010900,대구광역시 동구 입석동,35.891618,128.647591
2714011000,대구광역시 동구 검사동,35.887193,128.655279
2714011100,대구광역시 동구 방촌동,35.88243,128.666519
2714011200,대구광역시 동구 둔산동,35.900829,128.678954
2714011300,대구광역시 동구 부동,35.891211,128.686056
2714011400,대구광역시 동구 신평동,35.880351,128.683824
2714011500,대구광역시 동구 서호동,35.868458,128.710829
2714011600,대구광역시 동구 동호동,35.868953,128.716267
2714011700,대구광역시 동구 신기동,35.870763,128.705019
2714011800,대구광역시 동구 율하동,35.868428,128.697162
2714011900,대구광역시 동구 용계동,35.875556,128.687731
2714012000,대구광역시 동구 율암동,35.878006,128.703996
2714012100,대구광역시 동구 상매동,35.898846,128.709925
2714012200,대구광역시 동구 매여동,35.911173,128.71939
2714012300,대구광역시 동구 각산동,35.876938,128.716707
2714012400,대구광역시 동구 신서동,35.871335,128.728884
2714012500,대구광역시 동구 동내동,35.880182,128.737257
2714012600,대구광역시 동구 괴전동,35.872021,128.735269
2714012700,대구광역시 동구 금강동,35.859521,128.737545
2714012800,대구광역시 동구 대림동,35.869612,128.745561
2714012900,대구광역시 동구 사복동,35.87355,128.751937
2714013000,대구광역시 동구 숙천동,35.878618,128.754827
2714013100,대구광역시 동구 내곡동,35.887358,128.758682
2714013200,대구광역시 동구 능성동,35.965535,128.737818
2714013300,대구광역시 동구 진인동,35.957873,128.71624
2714013400,대구광역시 동구 도학동,35.969892,128.70228
2714013500,대구광역시 동구 백안동,35.955604,128.694275
2714013600,대구광역시 동구 미곡동,35.959343,128.683724
2714013700,대구광역시 동구 용수동,35.981802,128.683794
2714013800,대구광역시 동구 신무동,35.988346,128.671126
2714013900,대구광역시 동구 미대동,35.956278,128.671314
2714014000,대구광역시 동구 내동,35.966501,128.660157
2714014100,대구광역시 동구 신용동,35.98277,128.64493
2714014200,대구광역시 동구 중대동,35.983261,128.635263
2714014300,대구광역시 동구 송정동,35.989787,128.621864
2714014400,대구광역시 동구 덕곡동,35.987315,128.618302
2714014500,대구광역시 동구 지묘동,35.944149,128.639497
2717010100,대구광역시 서구 내당동,35.862774,128.562496
2717010200,대구광역시 서구 비산동,35.879943,128.567814
2717010300,대구광역시 서구 평리동,35.87344,128.558182
2717010400,대구광역시 서구 상리동,35.876525,128.528744
2717010500,대구광역시 서구 중리동,35.863446,128.543405
2717010600,대구광역시 서구 이현동,35.874877,128.539308
2717010700,대구광역시 서구 원대동1가,35.881758,128.576884
2717010800,대구광역시 서구 원대동2가,35.884171,128.579792
2717010900,대구광역시 서구 원대동3가,35.885595,128.575469
2720010100,대구광역시 남구 이천동,35.852033,128.600858
2720010200,대구광역시 남구 봉덕동,35.841902,128.598824
2720010300,대구광역시 남구 대명동,35.844028,128.576232
2723010100,대구광역시 북구 칠성동1가,35.875692,128.603892
2723010200,대구광역시 북구 칠성동2가,35.878949,128.597174
2723010300,대구광역시 북구 고성동1가,35.878912,128.585024
2723010400,대구광역시 북구 고성동2가,35.88015,128.584092
2723010500,대구광역시 북구 고성동3가,35.882593,128.584139
2723010600,대구광역시 북구 침산동,35.893713,128.586953
2723010700,대구광역시 북구 노원동1가,35.888981,128.579511
2723010800,대구광역시 북구 노원동2가,35.891295,128.573387
2723010900,대구광역시 북구 노원동3가,35.895825,128.567295
2723011000,대구광역시 북구 대현동,35.883586,128.607164
2723011100,대구광역시 북구 산격동,35.89732,128.604523
2723011200,대구광역시 북구 복현동,35.895086,128.619365
2723011300,대구광역시 북구 검단동,35.913906,128.623122
2723011400,대구광역시 북구 동변동,35.922085,128.603701
2723011500,대구광역시 북구 서변동,35.923342,128.595862
2723011600,대구광역시 북구 조야동,35.911991,128.576333
2723011700,대구광역시 북구 노곡동,35.9061,128.560589
2723011800,대구광역시 북구 읍내동,35.944173,128.551403
2723011900,대구광역시 북구 동호동,35.962958,128.557089
2723012000,대구광역시 북구 학정동,35.951207,128.565886
2723012100,대구광역시 북구 도남동,35.96568,128.587572
2723012200,대구광역시 북구 국우동,35.947253,128.575475
2723012300,대구광역시 북구 구암동,35.931268,128.560841
2723012400,대구광역시 북구 동천동,35.938273,128.558469
2723012500,대구광역시 북구 관음동,35.941453,128.545055
2723012600,대구광역시 북구 태전동,35.923662,128.546411
2723012700,대구광역시 북구 매천동,35.908239,128.540559
2723012800,대구광역시 북구 팔달동,35.897776,128.542823
2723012900,대구광역시 북구 금호동,35.897666,128.52213
2723013000,대구광역시 북구 사수동,35.897499,128.514031
2723013100,대구광역시 북구 연경동,35.954633,128.614003
2726010100,대구광역시 수성구 범어동,35.859594,128.631657
2726010200,대구광역시 수성구 만촌동,35.863342,128.645765
2726010300,대구광역시 수성구 수성동1가,35.852831,128.611388
2726010400,대구광역시 수성구 수성동2가,35.854422,128.615497
2726010500,대구광역시 수성구 수성동3가,35.853187,128.618994
2726010600,대구광역시 수성구 수성동4가,35.862949,128.6159
2726010700,대구광역시 수성구 황금동,35.845564,128.622253
2726010800,대구광역시 수성구 중동,35.844779,128.611888
2726010900,대구광역시 수성구 상동,35.834205,128.61207
2726011000,대구광역시 수성구 파동,35.81611,128.61626
2726011100,대구광역시 수성구 두산동,35.833453,128.620353
2726011200,대구광역시 수성구 지산동,35.829029,128.630129
2726011300,대구광역시 수성구 범물동,35.816467,128.644148
2726011400,대구광역시 수성구 시지동,35.841635,128.695058
2726011500,대구광역시 수성구 매호동,35.845136,128.705983
2726011600,대구광역시 수성구 성동,35.850351,128.719614
2726011700,대구광역시 수성구 사월동,35.838926,128.719673
2726011800,대구광역시 수성구 신매동,35.835369,128.708592
2726011900,대구광역시 수성구 욱수동,35.827047,128.70689
2726012000,대구광역시 수성구 노변동,35.837745,128.699649
2726012200,대구광역시 수성구 삼덕동,35.829992,128.672781
2726012300,대구광역시 수성구 연호동,35.841861,128.671265
2726012400,대구광역시 수성구 이천동,35.842763,128.661141
2726012500,대구광역시 수성구 고모동,35.861366,128.672259
2726012600,대구광역시 수성구 가천동,35.852143,128.685992
2726012700,대구광역시 수성구 대흥동,35.832032,128.684544
2729010100,대구광역시 달서구 성당동,35.843834,128.554831
2729010200,대구광역시 달서구 두류동,35.856247,128.564793
2729010400,대구광역시 달서구 파호동,35.847359,128.475775
2729010500,대구광역시 달서구 호림동,35.837337,128.487015
2729010600,대구광역시 달서구 갈산동,35.842156,128.501806
2729010700,대구광역시 달서구 신당동,35.855866,128.495875
2729010800,대구광역시 달서구 이곡동,35.855224,128.508201
2729010900,대구광역시 달서구 장동,35.839792,128.517156
2729011000,대구광역시 달서구 장기동,35.846135,128.523862
2729011100,대구광역시 달서구 용산동,35.856718,128.527305
2729011200,대구광역시 달서구 죽전동,35.854524,128.536984
2729011300,대구광역시 달서구 감삼동,35.849869,128.542359
2729011400,대구광역시 달서구 본리동,35.840094,128.534847
2729011500,대구광역시 달서구 상인동,35.81391,128.539966
2729011600,대구광역시 달서구 도원동,35.803855,128.544194
2729011700,대구광역시 달서구 진천동,35.812163,128.526267
2729011800,대구광역시 달서구 유천동,35.813331,128.513947
2729011900,대구광역시 달서구 대천동,35.822347,128.508902
2729012000,대구광역시 달서구 월성동,35.826667,128.524627
2729012100,대구광역시 달서구 월암동,35.829251,128.509357
2729012200,대구광역시 달서구 송현동,35.829043,128.551403
2729012300,대구광역시 달서구 대곡동,35.803969,128.521025
2729012400,대구광역시 달서구 본동,35.8354,128.536572
2729012500,대구광역시 달서구 호산동,35.848884,128.483995
2771025021,대구광역시 달성군 화원읍 천내리,35.803434,128.500581
2771025022,대구광역시 달성군 화원읍 구라리,35.812839,128.496045
2771025023,대구광역시 달성군 화원읍 성산리,35.805561,128.486844
2771025024,대구광역시 달성군 화원읍 설화리,35.795436,128.484958
2771025025,대구광역시 달성군 화원읍 명곡리,35.797133,128.495245
2771025026,대구광역시 달성군 화원읍 본리리,35.795697,128.515642
2771025321,대구광역시 달성군 논공읍 노이리,35.759742,128.440356
2771025322,대구광역시 달성군 논공읍 금포리,35.7746,128.424874
2771025323,대구광역시 달성군 논공읍 삼리리,35.766719,128.409084
2771025324,대구광역시 달성군 논공읍 위천리,35.760981,128.402107
2771025325,대구광역시 달성군 논공읍 상리,35.74907,128.417679
2771025326,대구광역시 달성군 논공읍 하리,35.742876,128.434738
2771025327,대구광역시 달성군 논공읍 남리,35.7272,128.442256
2771025328,대구광역시 달성군 논공읍 북리,35.729211,128.450052
2771025329,대구광역시 달성군 논공읍 본리리,35.737784,128.469509
2771025621,대구광역시 달성군 다사읍 이천리,35.889362,128.464532
2771025622,대구광역시 달성군 다사읍 달천리,35.888335,128.481656
2771025623,대구광역시 달성군 다사읍 박곡리,35.886967,128.489216
2771025624,대구광역시 달성군 다사읍 방천리,35.883414,128.509104
2771025625,대구광역시 달성군 다사읍 서재리,35.873182,128.494954
2771025626,대구광역시 달성군 다사읍 세천리,35.875704,128.474362
2771025627,대구광역시 달성군 다사읍 죽곡리,35.852453,128.464883
2771025628,대구광역시 달성군 다사읍 매곡리,35.863171,128.460746
2771025629,대구광역시 달성군 다사읍 부곡리,35.861206,128.442756
2771025630,대구광역시 달성군 다사읍 문양리,35.868561,128.43404
2771025631,대구광역시 달성군 다사읍 문산리,35.854392,128.431117
2771025921,대구광역시 달성군 유가읍 음리,35.697098,128.484205
2771025922,대구광역시 달성군 유가읍 양리,35.705366,128.490841
2771025923,대구광역시 달성군 유가읍 용리,35.686577,128.485004
2771025924,대구광역시 달성군 유가읍 봉리,35.696608,128.460348
2771025925,대구광역시 달성군 유가읍 쌍계리,35.701405,128.464796
2771025926,대구광역시 달성군 유가읍 초곡리,35.711349,128.470204
2771025927,대구광역시 달성군 유가읍 상리,35.684843,128.461341
2771025928,대구광역시 달성군 유가읍 금리,35.677318,128.455766
2771025929,대구광역시 달성군 유가읍 유곡리,35.670665,128.460353
2771025930,대구광역시 달성군 유가읍 도의리,35.663005,128.46088
2771025931,대구광역시 달성군 유가읍 가태리,35.652932,128.474276
2771025932,대구광역시 달성군 유가읍 한정리,35.645828,128.46129
2771025933,대구광역시 달성군 유가읍 본말리,35.641267,128.491685
2771026221,대구광역시 달성군 옥포읍 신당리,35.794242,128.441262
2771026222,대구광역시 달성군 옥포읍 교항리,35.789728,128.441732
2771026223,대구광역시 달성군 옥포읍 강림리,35.780389,128.432532
2771026224,대구광역시 달성군 옥포읍 송촌리,35.765229,128.473276
2771026225,대구광역시 달성군 옥포읍 간경리,35.793366,128.469565
2771026226,대구광역시 달성군 옥포읍 기세리,35.779628,128.481305
2771026227,대구광역시 달성군 옥포읍 반송리,35.751412,128.500859
2771026228,대구광역시 달성군 옥포읍 김흥리,35.745267,128.493495
2771026229,대구광역시 달성군 옥포읍 본리리,35.790984,128.459704
2771026521,대구광역시 달성군 현풍읍 상리,35.699342,128.450709
2771026522,대구광역시 달성군 현풍읍 중리,35.694975,128.450966
2771026523,대구광역시 달성군 현풍읍 부리,35.697891,128.445125
2771026524,대구광역시 달성군 현풍읍 하리,35.694476,128.445541
2771026525,대구광역시 달성군 현풍읍 성하리,35.70095,128.438404
2771026526,대구광역시 달성군 현풍읍 원교리,35.691909,128.441762
2771026527,대구광역시 달성군 현풍읍 자모리,35.690978,128.393496
2771026528,대구광역시 달성군 현풍읍 오산리,35.687348,128.409532
2771026529,대구광역시 달성군 현풍읍 지리,35.675782,128.427555
2771026530,대구광역시 달성군 현풍읍 대리,35.665973,128.427614
2771026531,대구광역시 달성군 현풍읍 신기리,35.663277,128.442423
2771031021,대구광역시 달성군 가창면 용계리,35.801334,128.62321
2771031022,대구광역시 달성군 가창면 오리,35.786601,128.595525
2771031023,대구광역시 달성군 가창면 정대리,35.753269,128.564738
2771031024,대구광역시 달성군 가창면 냉천리,35.78068,128.643823
2771031025,대구광역시 달성군 가창면 행정리,35.784665,128.651301
2771031026,대구광역시 달성군 가창면 상원리,35.77691,128.666434
2771031027,대구광역시 달성군 가창면 단산리,35.766046,128.661797
2771031028,대구광역시 달성군 가창면 대일리,35.767178,128.643994
2771031029,대구광역시 달성군 가창면 주리,35.755747,128.635106
2771031030,대구광역시 달성군 가창면 옥분리,35.752156,128.651437
2771031031,대구광역시 달성군 가창면 삼산리,35.734668,128.663606
2771031032,대구광역시 달성군 가창면 우록리,35.723519,128.639092
2771033021,대구광역시 달성군 하빈면 하산리,35.883336,128.405527
2771033022,대구광역시 달성군 하빈면 묘리,35.9051,128.419555
2771033023,대구광역시 달성군 하빈면 기곡리,35.928605,128.442099
2771033024,대구광역시 달성군 하빈면 대평리,35.935227,128.466193
2771033025,대구광역시 달성군 하빈면 무등리,35.915658,128.462112
2771033026,대구광역시 달성군 하빈면 현내리,35.903883,128.445286
2771033027,대구광역시 달성군 하빈면 감문리,35.889394,128.428439
2771033028,대구광역시 달성군 하빈면 동곡리,35.871876,128.415778
2771033029,대구광역시 달성군 하빈면 봉촌리,35.863306,128.400298
2771038021,대구광역시 달성군 구지면 창리,35.658666,128.411738
2771038022,대구광역시 달성군 구지면 응암리,35.655118,128.419127
2771038023,대구광역시 달성군 구지면 고봉리,35.649144,128.436593
2771038024,대구광역시 달성군 구지면 가천리,35.659533,128.446854
2771038025,대구광역시 달성군 구지면 평촌리,35.644104,128.450825
2771038026,대구광역시 달성군 구지면 예현리,35.636322,128.432653
2771038027,대구광역시 달성군 구지면 유산리,35.625128,128.428474
2771038028,대구광역시 달성군 구지면 목단리,35.621872,128.413857
2771038029,대구광역시 달성군 구지면 대암리,35.620628,128.396249
2771038030,대구광역시 달성군 구지면 내리,35.637482,128.415245
2771038031,대구광역시 달성군 구지면 화산리,35.664314,128.40759
2771038032,대구광역시 달성군 구지면 수리리,35.668221,128.398223
2771038033,대구광역시 달성군 구지면 징리,35.669902,128.38154
2771038034,대구광역시 달성군 구지면 오설리,35.681379,128.368486
2771038035,대구광역시 달성군 구지면 도동리,35.694947,128.361482
2811010100,인천광역시 중구 중앙동1가,37.473492,126.620486
2811010200,인천광역시 중구 중앙동2가,37.472813,126.621742
2811010300,인천광역시 중구 중앙동3가,37.472132,126.62296
2811010400,인천광역시 중구 중앙동4가,37.4713,126.62408
2811010500,인천광역시 중구 해안동1가,37.472555,126.620457
2811010600,인천광역시 중구 해안동2가,37.47211,126.621252
2811010700,인천광역시 중구 해안동3가,37.471528,126.622021
2811010800,인천광역시 중구 해안동4가,37.470963,126.623053
2811010900,인천광역시 중구 관동1가,37.473724,126.62153
2811011000,인천광역시 중구 관동2가,37.472744,126.623488
2811011100,인천광역시 중구 관동3가,37.472037,126.624772
2811011200,인천광역시 중구 항동1가,37.473878,126.617239
2811011300,인천광역시 중구 항동2가,37.472974,126.618316
2811011400,인천광역시 중구 항동3가,37.472357,126.619541
2811011500,인천광역시 중구 항동4가,37.471586,126.620652
2811011600,인천광역시 중구 항동5가,37.471044,126.621727
2811011700,인천광역시 중구 항동6가,37.47019,126.622845
2811011800,인천광역시 중구 항동7가,37.451976,126.606149
2811011900,인천광역시 중구 송학동1가,37.474286,126.622185
2811012000,인천광역시 중구 송학동2가,37.473981,126.624781
2811012100,인천광역시 중구 송학동3가,37.473303,126.625934
2811012200,인천광역시 중구 사동,37.468689,126.626025
2811012300,인천광역시 중구 신생동,37.469035,126.627082
2811012400,인천광역시 중구 신포동,37.471171,126.626665
2811012500,인천광역시 중구 답동,37.468908,126.628987
2811012600,인천광역시 중구 신흥동1가,37.467931,126.631594
2811012700,인천광역시 중구 신흥동2가,37.467349,126.634498
2811012800,인천광역시 중구 신흥동3가,37.454941,126.631765
2811012900,인천광역시 중구 선화동,37.465694,126.637144
2811013000,인천광역시 중구 유동,37.469723,126.63709
2811013100,인천광역시 중구 율목동,37.470038,126.633986
2811013200,인천광역시 중구 도원동,37.467854,126.638886
2811013300,인천광역시 중구 내동,37.473529,126.627849
2811013400,인천광역시 중구 경동,37.47212,126.632865
2811013500,인천광역시 중구 용동,37.473156,126.631225
2811013600,인천광역시 중구 인현동,37.474818,126.631002
2811013700,인천광역시 중구 전동,37.476721,126.627071
2811013800,인천광역시 중구 북성동1가,37.476385,126.6062
2811013900,인천광역시 중구 북성동2가,37.476555,126.618377
2811014000,인천광역시 중구 북성동3가,37.475996,126.61983
2811014100,인천광역시 중구 선린동,37.474517,126.61857
2811014200,인천광역시 중구 송월동1가,37.479677,126.623288
2811014300,인천광역시 중구 송월동2가,37.478635,126.619295
2811014400,인천광역시 중구 송월동3가,37.478114,126.620739
2811014500,인천광역시 중구 중산동,37.503478,126.553969
2811014600,인천광역시 중구 운남동,37.493403,126.535784
2811014700,인천광역시 중구 운서동,37.489897,126.491849
2811014800,인천광역시 중구 운북동,37.513076,126.522461
2811014900,인천광역시 중구 을왕동,37.45233,126.379504
2811015000,인천광역시 중구 남북동,37.449533,126.411321
2811015100,인천광역시 중구 덕교동,37.432601,126.419339
2811015200,인천광역시 중구 무의동,37.388568,126.424443
2814010100,인천광역시 동구 만석동,37.484945,126.622333
2814010200,인천광역시 동구 화수동,37.483321,126.630481
2814010300,인천광역시 동구 송현동,37.478645,126.637402
2814010400,인천광역시 동구 화평동,37.479185,126.630983
2814010500,인천광역시 동구 창영동,37.470597,126.641977
2814010600,인천광역시 동구 금곡동,37.472672,126.64001
2814010700,인천광역시 동구 송림동,37.47586,126.645311
2817710100,인천광역시 미추홀구 숭의동,37.463384,126.650886
2817710200,인천광역시 미추홀구 용현동,37.453892,126.652817
2817710300,인천광역시 미추홀구 학익동,37.442015,126.66375
2817710400,인천광역시 미추홀구 도화동,37.467383,126.666387
2817710500,인천광역시 미추홀구 주안동,37.454866,126.679934
2817710600,인천광역시 미추홀구 관교동,37.444135,126.692797
2817710700,인천광역시 미추홀구 문학동,37.437591,126.682419
2818510100,인천광역시 연수구 옥련동,37.424062,126.652109
2818510200,인천광역시 연수구 선학동,37.427559,126.696776
2818510300,인천광역시 연수구 연수동,37.421157,126.680231
2818510400,인천광역시 연수구 청학동,37.425968,126.666178
2818510500,인천광역시 연수구 동춘동,37.411694,126.662205
2818510600,인천광역시 연수구 송도동,37.384532,126.645656
2820010100,인천광역시 남동구 구월동,37.450744,126.710499
2820010200,인천광역시 남동구 간석동,37.464861,126.707693
2820010300,인천광역시 남동구 만수동,37.4561,126.731243
2820010400,인천광역시 남동구 장수동,37.454008,126.754685
2820010500,인천광역시 남동구 서창동,37.431893,126.750907
2820010600,인천광역시 남동구 운연동,37.439081,126.766117
2820010700,인천광역시 남동구 남촌동,37.426049,126.71223
2820010800,인천광역시 남동구 수산동,37.436303,126.725504
2820010900,인천광역시 남동구 도림동,37.419448,126.727412
2820011000,인천광역시 남동구 논현동,37.404763,126.722968
2820011100,인천광역시 남동구 고잔동,37.394813,126.701368
2823710100,인천광역시 부평구 부평동,37.493656,126.724134
2823710200,인천광역시 부평구 십정동,37.475926,126.701909
2823710300,인천광역시 부평구 산곡동,37.503767,126.702194
2823710400,인천광역시 부평구 청천동,37.517028,126.702209
2823710500,인천광역시 부평구 삼산동,37.518461,126.738849
2823710600,인천광역시 부평구 갈산동,37.515913,126.727324
2823710700,인천광역시 부평구 부개동,37.491066,126.736824
2823710800,인천광역시 부평구 일신동,37.482695,126.745248
2823710900,인천광역시 부평구 구산동,37.480091,126.752475
2824510100,인천광역시 계양구 효성동,37.529442,126.707198
2824510200,인천광역시 계양구 계산동,37.5416,126.724428
2824510300,인천광역시 계양구 작전동,37.530552,126.726859
2824510400,인천광역시 계양구 서운동,37.529584,126.750621
2824510500,인천광역시 계양구 임학동,37.546151,126.735184
2824510600,인천광역시 계양구 용종동,37.542069,126.742934
2824510700,인천광역시 계양구 병방동,37.548023,126.742418
2824510800,인천광역시 계양구 방축동,37.551777,126.738456
2824510900,인천광역시 계양구 박촌동,37.554852,126.745981
2824511000,인천광역시 계양구 동양동,37.560871,126.75721
2824511100,인천광역시 계양구 귤현동,37.56814,126.746683
2824511200,인천광역시 계양구 상야동,37.578112,126.777319
2824511300,인천광역시 계양구 하야동,37.582177,126.780714
2824511400,인천광역시 계양구 평동,37.581459,126.776155
2824511600,인천광역시 계양구 선주지동,37.579826,126.746139
2824511700,인천광역시 계양구 이화동,37.588642,126.738995
2824511800,인천광역시 계양구 오류동,37.585629,126.727276
2824511900,인천광역시 계양구 갈현동,37.579898,126.722261
2824512000,인천광역시 계양구 둑실동,37.576924,126.703881
2824512100,인천광역시 계양구 목상동,37.568562,126.708682
2824512200,인천광역시 계양구 다남동,37.568002,126.725781
2824512300,인천광역시 계양구 장기동,37.57807,126.73533
2826010100,인천광역시 서구 백석동,37.579792,126.667795
2826010200,인천광역시 서구 시천동,37.570792,126.685728
2826010300,인천광역시 서구 검암동,37.562594,126.676249
2826010400,인천광역시 서구 경서동,37.554289,126.649893
2826010500,인천광역시 서구 공촌동,37.552507,126.684771
2826010600,인천광역시 서구 연희동,37.549144,126.674639
2826010700,인천광역시 서구 심곡동,37.543639,126.674983
2826010800,인천광역시 서구 가정동,37.519224,126.674965
2826010900,인천광역시 서구 신현동,37.516771,126.668176
2826011000,인천광역시 서구 석남동,37.50623,126.670367
2826011100,인천광역시 서구 원창동,37.513576,126.640031
2826011200,인천광역시 서구 가좌동,37.491541,126.674268
2826011300,인천광역시 서구 마전동,37.604268,126.66433
2826011400,인천광역시 서구 당하동,37.589907,126.6837
2826011500,인천광역시 서구 원당동,37.597332,126.698413
2826011700,인천광역시 서구 대곡동,37.626194,126.666424
2826011800,인천광역시 서구 금곡동,37.612434,126.644142
2826011900,인천광역시 서구 오류동,37.591864,126.623317
2826012000,인천광역시 서구 왕길동,37.592387,126.651228
2826012100,인천광역시 서구 불로동,37.613374,126.685876
2826012200,인천광역시 서구 청라동,37.53312,126.640323
2871025021,인천광역시 강화군 강화읍 신문리,37.745202,126.481866
2871025022,인천광역시 강화군 강화읍 관청리,37.74896,126.485426
2871025023,인천광역시 강화군 강화읍 국화리,37.744609,126.464352
2871025024,인천광역시 강화군 강화읍 남산리,37.73782,126.483633
2871025025,인천광역시 강화군 강화읍 갑곳리,37.741289,126.50248
2871025026,인천광역시 강화군 강화읍 용정리,37.745211,126.511731
2871025027,인천광역시 강화군 강화읍 옥림리,37.75605,126.500384
2871025028,인천광역시 강화군 강화읍 월곳리,37.769644,126.502558
2871025029,인천광역시 강화군 강화읍 대산리,37.769709,126.492529
2871031021,인천광역시 강화군 선원면 금월리,37.709307,126.4891
2871031022,인천광역시 강화군 선원면 연리,37.705507,126.505739
2871031023,인천광역시 강화군 선원면 지산리,37.714077,126.500993
2871031024,인천광역시 강화군 선원면 신정리,37.72395,126.505837
2871031025,인천광역시 강화군 선원면 창리,37.728122,126.488092
2871031026,인천광역시 강화군 선원면 선행리,37.726273,126.461944
2871031027,인천광역시 강화군 선원면 냉정리,37.712603,126.474301
2871032021,인천광역시 강화군 불은면 두운리,37.684417,126.484819
2871032022,인천광역시 강화군 불은면 고능리,37.688159,126.502168
2871032023,인천광역시 강화군 불은면 오두리,37.676789,126.511073
2871032024,인천광역시 강화군 불은면 넙성리,37.668944,126.507506
2871032025,인천광역시 강화군 불은면 신현리,37.656342,126.50518
2871032026,인천광역시 강화군 불은면 삼동암리,37.693329,126.463728
2871032027,인천광역시 강화군 불은면 삼성리,37.706098,126.450618
2871032028,인천광역시 강화군 불은면 덕성리,37.652956,126.519685
2871033021,인천광역시 강화군 길상면 온수리,37.640521,126.486946
2871033022,인천광역시 강화군 길상면 선두리,37.613847,126.487408
2871033023,인천광역시 강화군 길상면 동검리,37.589006,126.513428
2871033024,인천광역시 강화군 길상면 초지리,37.628543,126.52155
2871033025,인천광역시 강화군 길상면 장흥리,37.624936,126.506746
2871033026,인천광역시 강화군 길상면 길직리,37.656968,126.488353
2871034021,인천광역시 강화군 화도면 내리,37.63573,126.39747
2871034022,인천광역시 강화군 화도면 상방리,37.633626,126.41936
2871034023,인천광역시 강화군 화도면 문산리,37.633418,126.433346
2871034024,인천광역시 강화군 화도면 덕포리,37.627989,126.450938
2871034025,인천광역시 강화군 화도면 사기리,37.608144,126.458716
2871034026,인천광역시 강화군 화도면 동막리,37.595911,126.44418
2871034027,인천광역시 강화군 화도면 흥왕리,37.606051,126.421537
2871034028,인천광역시 강화군 화도면 여차리,37.605776,126.398267
2871034029,인천광역시 강화군 화도면 장화리,37.620642,126.385301
2871035021,인천광역시 강화군 양도면 하일리,37.663406,126.417047
2871035022,인천광역시 강화군 양도면 능내리,37.656802,126.424041
2871035023,인천광역시 강화군 양도면 건평리,37.681012,126.402477
2871035024,인천광역시 강화군 양도면 인산리,37.698943,126.418435
2871035025,인천광역시 강화군 양도면 삼흥리,37.683045,126.419754
2871035026,인천광역시 강화군 양도면 길정리,37.658846,126.465531
2871035027,인천광역시 강화군 양도면 도장리,37.652133,126.449767
2871035028,인천광역시 강화군 양도면 조산리,37.651821,126.435928
2871036021,인천광역시 강화군 내가면 고천리,37.720903,126.402061
2871036022,인천광역시 강화군 내가면 오상리,37.73027,126.386955
2871036023,인천광역시 강화군 내가면 외포리,37.703559,126.38251
2871036024,인천광역시 강화군 내가면 황청리,37.716095,126.359603
2871036025,인천광역시 강화군 내가면 구하리,37.726647,126.367614
2871037021,인천광역시 강화군 하점면 신봉리,37.776864,126.410442
2871037022,인천광역시 강화군 하점면 장정리,37.778818,126.429485
2871037023,인천광역시 강화군 하점면 부근리,37.769031,126.435134
2871037024,인천광역시 강화군 하점면 삼거리,37.759959,126.418876
2871037025,인천광역시 강화군 하점면 신삼리,37.753218,126.401277
2871037026,인천광역시 강화군 하점면 망월리,37.745857,126.377327
2871037027,인천광역시 강화군 하점면 창후리,37.76521,126.369846
2871037028,인천광역시 강화군 하점면 이강리,37.773072,126.390076
2871038021,인천광역시 강화군 양사면 철산리,37.818679,126.4401
2871038022,인천광역시 강화군 양사면 덕하리,37.803189,126.424635
2871038023,인천광역시 강화군 양사면 북성리,37.816295,126.413778
2871038024,인천광역시 강화군 양사면 교산리,37.798492,126.39712
2871038025,인천광역시 강화군 양사면 인화리,37.790326,126.371342
2871039021,인천광역시 강화군 송해면 솔정리,37.767084,126.46295
2871039022,인천광역시 강화군 송해면 신당리,37.761375,126.478415
2871039023,인천광역시 강화군 송해면 숭뢰리,37.787957,126.470977
2871039024,인천광역시 강화군 송해면 당산리,37.801666,126.454798
2871039025,인천광역시 강화군 송해면 상도리,37.780332,126.458884
2871039026,인천광역시 강화군 송해면 하도리,37.759695,126.456739
2871039027,인천광역시 강화군 송해면 양오리,37.793432,126.446763
